GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
 "01057","Fayette, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",411172,389403,398461,421216,432125,426009,408281,501106,485161,542463,492389,488067,425242,356861,363444,360126,344642,340351,345802,336857,347135,345675,363597,368269
 "01057","Fayette, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",119.304,112.987,115.616,122.218,125.384,123.609,118.465,145.399,140.772,157.399,142.870,141.616,123.386,103.545,105.455,104.493,100.000,98.755,100.336,97.741,100.723,100.300,105.500,106.855
 "01057","Fayette, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",297912,284511,296649,320869,335842,337017,329110,418549,412799,479921,451932,453173,395795,338501,351181,353679,344642,348902,360486,362995,400519,429169,464795,480172
 "01059","Franklin, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",812419,790041,815848,895465,924286,874256,890480,863868,832496,868215,926064,932606,976777,902564,907227,909163,968151,1028698,985714,911517,985851,1053467,990508,1043953
 "01059","Franklin, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",83.914,81.603,84.269,92.492,95.469,90.302,91.977,89.229,85.988,89.678,95.653,96.329,100.891,93.225,93.707,93.907,100.000,106.254,101.814,94.150,101.828,108.812,102.309,107.830
 "01059","Franklin, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",602887,594306,629077,713581,743061,711919,742429,733689,726727,767098,839667,877090,924112,868068,891924,898322,968151,1046721,1021507,967155,1078233,1243345,1243753,1336719
 "01061","Geneva, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",510356,513412,517576,516134,545572,537729,545212,552038,535407,544743,490891,501814,527864,528585,555010,569315,523521,535790,564148,562365,583223,584681,601103,614453
 "01061","Geneva, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",97.485,98.069,98.864,98.589,104.212,102.714,104.143,105.447,102.270,104.054,93.767,95.854,100.830,100.967,106.015,108.747,100.000,102.344,107.760,107.420,111.404,111.682,114.819,117.369
 "01061","Geneva, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",363500,367067,383962,402018,424519,428528,461308,475599,459412,478444,450468,472131,512581,517946,543399,554542,523521,544542,587720,597669,668281,748275,793595,827451
 "01063","Greene, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",307234,341850,354010,385603,400924,393123,382242,333263,315342,310836,343016,291544,296194,280224,251210,241279,218678,216735,230241,213279,198108,202091,212127,215850
 "01063","Greene, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",140.497,156.326,161.887,176.334,183.340,179.773,174.797,152.399,144.204,142.143,156.859,133.322,135.448,128.145,114.877,110.335,100.000,99.112,105.288,97.531,90.594,92.415,97.004,98.707
 "01063","Greene, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",204095,223157,243326,276944,300854,310296,315895,275614,265944,268492,323293,280035,287969,277627,248908,233719,218678,223263,240097,223039,225357,253793,277139,283285
 "01065","Hale, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",291224,307675,345920,361951,377979,399737,342265,332239,322382,332972,318543,313870,307937,297729,306196,317623,293104,267685,267195,276810,255390,246513,269369,283640
 "01065","Hale, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",99.359,104.971,118.020,123.489,128.957,136.381,116.773,113.352,109.989,113.602,108.679,107.085,105.060,101.578,104.467,108.365,100.000,91.328,91.160,94.441,87.133,84.104,91.902,96.771
 "01065","Hale, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",201738,216964,252482,278701,288437,307064,280334,276586,262914,280366,282473,286739,295506,291311,296894,307489,293104,274366,279000,297872,307900,326128,361379,385503
 "01067","Henry, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",355122,382618,365288,372434,401753,398821,375152,375846,354610,344387,357276,349612,378289,373258,400112,415446,422115,432263,444087,449653,466294,468017,488768,516959
 "01067","Henry, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",84.129,90.643,86.538,88.231,95.176,94.482,88.874,89.039,84.008,81.586,84.640,82.824,89.618,88.426,94.787,98.420,100.000,102.404,105.205,106.524,110.466,110.874,115.790,122.469
 "01067","Henry, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",258363,281464,275912,293131,319936,324833,312851,318345,304848,300140,317366,319085,358098,361261,388411,403721,422115,440075,459124,476450,547701,610158,638373,681050
 "01069","Houston, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",4134294,4333083,4427642,4604760,4661990,4764655,4786349,4626456,4481922,4489380,4515742,4600090,4804937,4906153,4997844,5265004,5410140,5441082,5548000,5667150,5856782,5860348,6000085,6085531
 "01069","Houston, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",76.418,80.092,81.840,85.114,86.171,88.069,88.470,85.515,82.843,82.981,83.468,85.027,88.814,90.684,92.379,97.317,100.000,100.572,102.548,104.751,108.256,108.322,110.904,112.484
 "01069","Houston, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",3025914,3209421,3341028,3552893,3691594,3896129,4010268,3935976,3974010,3980787,4046034,4193426,4471418,4688563,4870639,5179739,5410140,5573832,5843331,6101311,6726003,7300976,7781483,8043315
 "01071","Jackson, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",1643648,1690660,1697944,1883689,1955074,1934542,1911850,1832170,1618744,1678141,1624035,1657813,1695275,1675663,1561447,1518195,1508968,1592423,1549783,1459956,1535345,1563105,1603527,1637868
 "01071","Jackson, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",108.925,112.041,112.523,124.833,129.564,128.203,126.699,121.419,107.275,111.211,107.626,109.864,112.347,111.047,103.478,100.611,100.000,105.531,102.705,96.752,101.748,103.588,106.266,108.542
 "01071","Jackson, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1221055,1263873,1285621,1454975,1538058,1579633,1604472,1559683,1429977,1495649,1479487,1528337,1594105,1606493,1522414,1494316,1508968,1622445,1613239,1549689,1713575,1922485,2067833,2144025
 "01073","Jefferson, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",40672335,41835208,42267815,44237539,44855975,44081412,43978012,44141855,42098379,42377732,43142639,43935855,43372703,43085514,43414741,43995364,44607663,45407561,45984320,45616877,48003849,49224090,50456653,51158763
 "01073","Jefferson, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",91.178,93.785,94.755,99.170,100.557,98.820,98.588,98.956,94.375,95.001,96.716,98.494,97.232,96.588,97.326,98.627,100.000,101.793,103.086,102.262,107.613,110.349,113.112,114.686
 "01073","Jefferson, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",29015477,30388048,31342004,33962422,35804318,36708983,37678276,38468590,36579128,37469585,39135071,40519093,40425469,41019726,41985290,43064960,44607663,46679111,48225067,48580664,53529214,58681634,62860621,65539202
 "01075","Lamar, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",405570,382767,354819,379569,394601,385224,374890,341689,314816,318523,333974,352003,344309,342240,336740,337992,343759,342479,338918,327282,338406,326295,334044,338807
 "01075","Lamar, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",117.981,111.347,103.217,110.417,114.790,112.062,109.056,99.398,91.580,92.659,97.154,102.398,100.160,99.558,97.958,98.322,100.000,99.628,98.592,95.207,98.443,94.920,97.174,98.559
 "01075","Lamar, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",283238,268973,261140,288787,314055,311685,311397,295896,265109,272870,289249,312560,315976,322962,324022,332697,343759,352369,358387,358878,396462,422409,454386,473505
 "01077","Lauderdale, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",2456762,2414764,2453782,2588964,2659708,2674309,2674025,2650858,2631967,2653846,2658022,2715303,2766711,2674743,2648612,2615029,2651431,2649394,2647083,2632191,2751449,2822630,2885377,2988972
 "01077","Lauderdale, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",92.658,91.074,92.546,97.644,100.312,100.863,100.852,99.978,99.266,100.091,100.249,102.409,104.348,100.879,99.894,98.627,100.000,99.923,99.836,99.274,103.772,106.457,108.823,112.731
 "01077","Lauderdale, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1739331,1744105,1808260,1961654,2070804,2153754,2228604,2250332,2293876,2323847,2348561,2459612,2551166,2521541,2556873,2569843,2651431,2716027,2778691,2838612,3134327,3454649,3702040,3928523
 "01079","Lawrence, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",739238,744353,903949,1173393,803156,725154,882620,903470,1009389,995887,915599,874189,784523,680896,567657,510914,534109,557668,558334,564325,599733,642547,689199,645253
 "01079","Lawrence, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",138.406,139.363,169.244,219.691,150.373,135.769,165.251,169.154,188.985,186.457,171.425,163.672,146.884,127.483,106.281,95.657,100.000,104.411,104.536,105.657,112.287,120.302,129.037,120.809
 "01079","Lawrence, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",551511,559057,680098,890299,615821,579298,728083,763274,885983,889079,827251,795330,735626,648740,549357,500245,534109,572523,588446,610770,689298,804557,899892,864542
 "01081","Lee, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",3256353,3430182,3660500,4089762,4289459,4420730,4568392,4677780,4587437,4748620,5070856,5332385,5401609,5477228,5711665,5896125,6138724,6112260,6348943,6201521,6584988,6624257,6999992,7169778
 "01081","Lee, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",53.046,55.878,59.630,66.622,69.875,72.014,74.419,76.201,74.729,77.355,82.604,86.865,87.992,89.224,93.043,96.048,100.000,99.569,103.424,101.023,107.270,107.909,114.030,116.796
 "01081","Lee, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",2310987,2486428,2697720,3085179,3337503,3566440,3785544,3939502,3993168,4144170,4479081,4814202,4971512,5162758,5549989,5803297,6138724,6252206,6643673,6659777,7387019,7974108,8857195,9274891
 "01083","Limestone, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",2406644,2567168,2777043,2910525,3008346,3162947,3110759,3138821,2914945,3158798,3248942,3401507,3481997,3492237,3558450,3673233,3782933,3748925,4114284,4170490,4681941,4895170,5258114,5497797
 "01083","Limestone, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",63.618,67.862,73.410,76.938,79.524,83.611,82.231,82.973,77.055,83.501,85.884,89.917,92.045,92.316,94.066,97.100,100.000,99.101,108.759,110.245,123.765,129.401,138.996,145.332
 "01083","Limestone, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1882964,2013441,2214573,2352281,2460648,2638520,2658025,2701953,2641803,2839011,2942704,3103407,3245727,3365296,3485422,3599408,3782933,3842835,4313345,4423311,5332510,6031303,6637938,6970887
 "01085","Lowndes, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",393213,337311,402086,449376,431268,471276,487874,435460,447536,516225,525651,477633,472964,468642,427614,440438,437070,428001,390408,382368,392079,401737,412548,440550
 "01085","Lowndes, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",89.966,77.175,91.996,102.815,98.672,107.826,111.624,99.632,102.394,118.110,120.267,109.280,108.212,107.223,97.836,100.771,100.000,97.925,89.324,87.484,89.706,91.916,94.389,100.796
 "01085","Lowndes, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",274911,238766,292547,337319,327625,365110,393183,362121,376548,441985,483946,456013,458034,458964,420131,428609,437070,433688,399499,394651,434912,484294,506390,537792
 "01087","Macon, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",494988,471368,477723,515588,522748,529690,530066,542946,538681,517254,531645,519324,555310,524659,490979,529044,550614,543413,544347,525374,541057,553588,584157,607800
 "01087","Macon, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",89.897,85.608,86.762,93.639,94.939,96.200,96.268,98.607,97.833,93.941,96.555,94.317,100.853,95.286,89.169,96.082,100.000,98.692,98.862,95.416,98.264,100.540,106.092,110.386
 "01087","Macon, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",323277,318915,334502,374636,392753,412860,431249,452759,461867,448672,466120,465500,508228,491978,476597,521803,550614,554043,566902,563094,591828,633794,711097,764900
 "01089","Madison, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",13907861,14406694,15269854,16535213,17514075,18115258,18895104,19622113,20014428,21073373,21365996,21346157,21700524,21764757,22142692,22837212,23737673,24854241,26124018,26614826,27914293,29457107,31184027,32236676
 "01089","Madison, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",58.590,60.691,64.328,69.658,73.782,76.314,79.600,82.662,84.315,88.776,90.009,89.925,91.418,91.689,93.281,96.207,100.000,104.704,110.053,112.121,117.595,124.094,131.369,135.804
 "01089","Madison, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",11305535,11850447,12655861,13867751,14922635,15727136,16677605,17464983,18172362,19171497,19624995,19903859,20483332,20861681,21665553,22588484,23737673,25219264,26926239,27902551,29873243,33020419,36663437,38958201
 "01091","Marengo, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",680380,684419,678805,729470,780048,794360,765113,716921,741036,733474,701566,722987,733316,756751,726824,735668,722874,757135,776303,796776,814537,784367,805566,846917
 "01091","Marengo, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",94.122,94.680,93.904,100.913,107.909,109.889,105.843,99.177,102.512,101.466,97.052,100.016,101.445,104.687,100.546,101.770,100.000,104.740,107.391,110.223,112.680,108.507,111.439,117.160
 "01091","Marengo, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",485958,493752,497838,550861,597132,626050,622667,594283,633611,638215,620543,651883,683654,717478,702598,719712,722874,773500,804285,837217,914334,968696,1040402,1107992
 "01093","Marion, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",807722,817017,805302,905088,982040,992105,948638,866906,847594,843264,818495,872865,870801,864211,888918,868745,870465,891135,875356,875619,934449,960898,971127,976529
 "01093","Marion, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",92.792,93.860,92.514,103.978,112.818,113.974,108.981,99.591,97.373,96.875,94.030,100.276,100.039,99.282,102.120,99.802,100.000,102.375,100.562,100.592,107.351,110.389,111.564,112.185
 "01093","Marion, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",604800,619594,622931,724350,797266,817354,790277,730301,734681,739331,725487,793583,815826,824399,859624,850620,870465,913213,914510,942907,1103082,1266085,1303337,1328464
 "01095","Marshall, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",2662762,2666239,2751674,2978012,3036821,3001174,3065603,2938736,2820416,2868659,2918278,3015715,3217236,3131880,3319739,3309774,3469332,3557129,3599588,3527647,3765490,3932961,3952249,4082729
 "01095","Marshall, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",76.751,76.852,79.314,85.838,87.533,86.506,88.363,84.706,81.296,82.686,84.116,86.925,92.734,90.273,95.688,95.401,100.000,102.531,103.754,101.681,108.536,113.364,113.920,117.681
 "01095","Marshall, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1990736,2024321,2112008,2342917,2433689,2466805,2567434,2519041,2501553,2556637,2638704,2806793,3033614,3003533,3258414,3286348,3469332,3616017,3745928,3778212,4199216,4696004,5008343,5278383
 "01097","Mobile, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",15482776,15632957,15904024,16385211,17112202,18246980,18294614,18527861,18420587,18578659,19029979,19005224,19243032,19211576,19295626,19669523,19734787,20064093,20526354,20805653,21999897,22260072,23356983,24306390
 "01097","Mobile, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",78.454,79.215,80.589,83.027,86.711,92.461,92.702,93.884,93.341,94.142,96.429,96.303,97.508,97.349,97.775,99.669,100.000,101.669,104.011,105.426,111.478,112.796,118.354,123.165
